Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),124
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),209
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),189
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),192
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",33
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),137
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),171
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),162
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),145
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),126
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),146
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),144
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),128
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1247
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),148
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),113
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),152
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),221
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),169
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),3715
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),165
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),182
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),160
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),170
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),130
