run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;92.7;8;10,00;16,25;14,75;14,00;17,12;enp0s31f6;836;818
2;111;92.9;8;5,00;14,62;15,50;14,00;20,12;enp0s31f6;848;805
3;101;85.1;8;8,75;15,88;15,00;14,12;18,38;enp0s31f6;551;515
4;110;92.6;8;5,00;14,88;14,75;14,25;16,62;enp0s31f6;469;438
5;110;92.7;8;10,00;14,38;15,25;14,12;18,62;enp0s31f6;732;696
6;110;92.3;8;10,00;14,62;15,38;14,00;18,00;enp0s31f6;1428;1405
7;109;91.8;8;11,25;15,00;15,38;14,00;19,00;enp0s31f6;1020;961
8;111;92.7;8;10,00;14,38;15,12;14,12;18,12;enp0s31f6;1048;962
9;90.6;76.0;8;10,00;15,38;14,62;14,25;16,25;enp0s31f6;0;0
10;113;94.7;8;10,00;14,88;14,75;14,00;16,50;enp0s31f6;0;0
