Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/Categorias,47672,17431,7300.0,9546.620981467102,0.3978000022470951,34361.610100007965,78.23435140124182,40.96113655612089,14.977210339606966,7300,12000,19000,20000,21000,22000,26000,34000,34000,34000,34000
GET,/Mesas,12038,4363,7300.0,9568.627369870454,0.4543000104604289,34372.07610000041,1625.847649111148,10.343391547713193,3.7488135340316213,7300,12000,19000,21000,21000,22000,26000,34000,34000,34000,34000
GET,/Pedidos/5925,36011,12830,7300.0,9472.698802263229,0.42050000047311187,34413.97009999491,231.73919080281024,30.94167411735336,11.02390044502079,7300,11000,19000,20000,21000,22000,26000,31000,34000,34000,34000
GET,/Productos,47410,18837,510.0,5565.608401402592,0.3527999942889437,34372.07610000041,452.1876819236448,40.73601871382974,16.18528547800909,510,6300,8200,11000,21000,21000,23000,26000,34000,34000,34000
PUT,Abrir Mesa,47118,18013,1800.0,6251.652055053271,0.4099999932805076,35337.99960000033,101.51568402733562,40.48512401936785,15.477281271719367,1800,7500,9100,11000,21000,21000,23000,26000,34000,34000,35000
POST,Agregar Item,72268,42132,1400.0,5163.932355734203,0.4248000041116029,34374.21080000058,71.38156583826867,62.09471842250681,36.20101118859048,1400,6500,7800,8700,19000,21000,22000,26000,34000,34000,34000
PUT,Cerrar Mesa,28568,14387,6900.0,7972.735514862666,0.5603000026894733,34384.42180000129,29.425196023522822,24.546437093792196,12.361719072682314,6900,8500,12000,17000,21000,21000,25000,26000,34000,34000,34000
,Aggregated,291085,127993,4000.0,7114.066392251736,0.3527999942889437,35337.99960000033,219.41136781352526,250.10850047068405,109.97522132966063,4000,7900,11000,16000,21000,21000,24000,26000,34000,34000,35000
