run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15503524;23236;443684;0;0;719;15139
2;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.07;0;15502916;23292;443732;0;0;719;15138
3;0,000000;1;1024KiB;128MiB;128;0.0055;0.03;0.04;0.09;0;15505600;23340;443740;0;0;705;15152
4;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.07;0;15511816;23388;443724;0;0;710;15147
5;0,000000;1;1024KiB;128MiB;128;0.0050;0.03;0.04;0.11;0;15510036;23428;443688;0;0;701;15156
6;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.08;0;15507920;23492;443672;0;0;714;15143
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15505848;23540;443692;0;0;716;15141
8;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.11;0;15502392;23580;443696;0;0;719;15138
9;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.08;0;15509864;23620;443712;0;0;712;15145
10;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15508164;23668;443676;0;0;714;15143
