run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;86.9;72.9;8;6,25;15,75;14,88;13,75;16,88;enp0s31f6;2771;2778
2;109;91.5;8;5,00;15,75;15,00;14,12;18,12;enp0s31f6;1225;1225
3;110;91.9;8;5,00;15,12;15,62;14,12;18,12;enp0s31f6;814;812
4;109;91.6;8;6,25;14,75;14,50;14,00;16,50;enp0s31f6;790;782
5;108;91.0;8;10,00;15,75;15,38;14,25;19,88;enp0s31f6;1371;1366
6;109;91.3;8;7,50;15,75;14,75;14,00;17,62;enp0s31f6;685;670
7;109;91.7;8;10,00;16,00;14,88;14,00;17,38;enp0s31f6;1334;1340
8;109;91.6;8;8,75;14,50;14,88;14,00;16,00;enp0s31f6;897;899
9;109;91.4;8;6,25;14,75;15,00;14,12;17,38;enp0s31f6;1066;1088
10;113;95.0;8;7,50;14,50;14,75;14,12;16,38;enp0s31f6;0;0
