run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;48133872171;18195925931;3468994600;214174044;8.20;23954.20;60459.20;23.00;8.60;68.80;0.00;0;65.25;3.17;2.74;2.66;8.20;1.20
2;51286225920;22247743669;3508820172;225694950;4.00;26680.20;68869.20;23.80;9.00;67.40;0.00;0;65.91;3.70;2.91;2.72;4.00;1.20
3;26978844045;10788457706;1800080585;102681635;3.20;26912.80;136692.80;28.20;10.00;61.80;0.00;0;81.50;5.70;3.49;2.92;3.20;1.20
4;44139425808;19143565154;3092008398;187492752;7.00;29815.60;132809.60;29.60;10.20;60.00;0.00;0;66.67;4.62;3.58;2.99;7.00;1.40
5;46854621780;20765187427;3254947807;198641369;1.00;28751.00;88870.60;26.60;10.00;63.40;0.00;0;64.10;4.88;3.80;3.09;1.00;1.20
6;9556375928;5266295746;657440738;34998601;1.00;1416.60;2368.00;3.20;1.40;95.20;0.00;0;94.87;5.94;4.38;3.33;1.00;1.00
7;40269084885;19047765572;2676595445;165771652;9.00;25481.80;77760.40;23.80;9.40;66.20;0.00;0;69.21;4.46;4.15;3.31;9.00;1.20
8;49747913189;18915050151;3476476896;219858017;3.80;30011.40;78361.60;25.80;10.40;63.80;0.00;0;63.18;4.22;4.16;3.36;3.80;1.40
9;37329719251;16011050419;2560709584;157854837;5.80;27829.80;77127.20;25.80;9.20;65.00;0.00;0;66.88;3.87;4.05;3.37;5.80;1.40
10;49749143755;20368684609;3371601475;210282444;2.40;11054.60;30879.60;12.40;4.40;83.20;0.00;0;74.44;2.27;3.59;3.25;2.40;1.60
