run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;24876493871;13903065435;2318775010;325386287;5.20;5087.20;32702.40;39.40;13.20;46.20;0.00;.93;40.79;3.40;4.87;4.36;5.20;2.60
2;29823220215;21026794124;2578615760;362657343;6.80;4680.40;30909.40;41.20;13.60;45.00;0.00;.66;42.25;3.73;4.76;4.36;6.80;2.80
3;34502010975;28414363422;2824565064;421831982;5.80;4544.80;28341.80;39.80;11.00;48.60;0.00;.63;40.78;6.42;5.35;4.59;5.80;3.40
4;33020279270;30308840538;2574924868;387343816;4.60;4710.80;35498.00;42.60;12.60;44.40;0.00;.59;43.80;7.25;5.67;4.75;4.60;2.40
5;38809105519;39724587546;2838838147;442312964;8.60;4309.00;29755.00;40.40;10.00;49.00;0.00;.53;48.92;8.74;6.37;5.04;8.60;4.80
6;41141012919;44051021010;2960540884;462689717;11.20;4300.40;27458.20;44.60;12.00;42.80;0.00;.53;39.89;7.60;6.46;5.16;11.20;3.00
7;35781133095;42389109823;2564967346;405912611;9.80;5114.00;31790.40;50.80;11.60;37.60;0.00;.46;45.07;8.72;6.81;5.35;9.80;4.60
8;36678055123;44835099575;2442421033;407875855;15.40;5457.20;35246.20;44.20;10.80;44.80;0.00;.46;44.22;7.35;6.87;5.47;15.40;2.40
9;43374203217;53708997390;2892492394;472961059;11.60;4987.60;35805.00;46.80;11.80;40.80;0.00;.63;39.69;7.18;6.87;5.56;11.60;4.80
10;43485818554;57915834030;2779239559;449777292;8.60;5244.80;36725.60;49.60;12.00;38.00;0.00;.56;40.31;8.98;7.44;5.84;8.60;2.00
