run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13004068;75024;2527508;0;0;1651;12707
2;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.04;0.19;0;12994476;75176;2532636;0;0;1701;12652
3;0,000016;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.38;0;12876936;75280;2538004;0;0;1764;12584
4;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;12775488;75380;2543196;0;0;1878;12464
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12774532;75532;2548068;0;0;1873;12465
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12727108;75684;2555152;0;0;1899;12431
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12688960;75780;2560812;0;0;1948;12377
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;12663504;75880;2567244;0;0;1950;12369
9;0,000016;1;1024KiB;128MiB;128;0.0081;0.04;0.05;0.45;0;12603104;76040;2573328;0;0;1966;12347
10;0,000016;1;1024KiB;128MiB;128;0.0086;0.04;0.06;2.61;0;12913212;76196;2582220;0;0;1703;12601
