run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.6;8;6,25;15,62;14,75;13,88;17,00;enp0s31f6;531;406
2;109;91.0;8;5,00;14,38;15,50;14,00;19,50;enp0s31f6;651;609
3;109;91.4;8;1,25;17,12;15,62;14,00;19,00;enp0s31f6;1300;1288
4;109;91.4;8;5,00;14,75;14,62;14,12;16,00;enp0s31f6;1153;1125
5;109;91.1;8;3,75;15,38;14,88;13,88;17,62;enp0s31f6;1649;1649
6;108;90.2;8;7,50;15,38;14,88;14,00;18,25;enp0s31f6;4233;4241
7;107;89.4;8;6,25;14,00;15,00;14,00;16,62;enp0s31f6;4485;4383
8;109;91.1;8;3,75;15,75;15,88;14,12;21,75;enp0s31f6;1404;1408
9;109;91.7;8;8,75;14,25;14,88;14,12;17,12;enp0s31f6;2145;2146
10;108;90.9;8;8,75;14,75;14,75;14,12;15,75;enp0s31f6;1754;1760
