run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;90.2;8;5,00;15,00;15,00;14,62;16,25;enp0s31f6;521;569
2;111;93.5;8;11,25;15,25;15,12;14,50;16,88;enp0s31f6;541;610
3;112;94.0;8;3,75;15,00;15,00;14,50;15,88;enp0s31f6;545;631
4;112;94.2;8;7,50;15,25;15,50;14,50;17,50;enp0s31f6;566;648
5;110;92.4;8;5,00;15,00;15,00;14,50;15,75;enp0s31f6;509;585
6;112;93.7;8;7,50;14,88;15,62;14,38;17,25;enp0s31f6;573;673
7;111;93.2;8;7,50;14,88;15,12;14,50;16,88;enp0s31f6;498;582
8;110;92.6;8;8,75;16,88;17,12;14,50;34,75;enp0s31f6;492;580
9;112;94.0;8;7,50;15,50;15,12;14,38;16,75;enp0s31f6;420;502
10;112;93.7;8;7,50;14,88;15,38;14,62;16,75;enp0s31f6;569;650
