run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;42477270336;41243334154;1418170690;250327617;4.60;7748.80;120642.20;13.40;19.40;66.80;0.00;.34;67.98;1.75;2.00;2.18;4.60;1.00
2;41710358096;41259888290;1361102242;246562444;3.60;7682.00;117810.20;14.00;19.40;66.40;0.00;.23;69.53;1.61;1.93;2.14;3.60;1.00
3;41731966808;41411701414;1340133579;245228223;2.40;7344.20;110137.40;12.60;19.20;67.80;0.00;.30;69.87;1.80;1.94;2.13;2.40;1.40
4;40072020877;40524747522;1293181315;233258186;3.00;7911.80;122999.80;13.40;19.60;66.80;0.00;.30;69.56;1.92;1.95;2.12;3.00;1.00
5;42297873813;41694179389;1391050501;251335303;3.00;7657.80;120885.60;13.00;19.60;67.20;0.00;.23;68.19;2.52;2.10;2.16;3.00;1.00
6;40558201091;40841800793;1313031642;234467944;4.40;7526.60;115928.40;12.40;19.60;68.00;0.00;.27;69.73;2.62;2.20;2.19;4.40;1.20
7;38636166218;40049259739;1221786110;220266317;2.40;6861.80;95070.40;12.60;19.00;68.40;0.00;.20;68.81;2.25;2.19;2.19;2.40;1.20
8;41127167326;41079258466;1311798584;238412794;2.20;7424.40;115122.40;12.60;19.40;67.40;0.00;.23;70.04;2.03;2.15;2.17;2.20;1.00
9;39769354703;40705395436;1268381672;226870294;2.60;7180.00;105786.80;12.60;19.40;67.80;0.00;.30;68.79;2.28;2.21;2.19;2.60;1.00
10;38899885969;40132004683;1235222590;222833495;3.00;7519.20;117155.40;13.40;19.20;67.20;0.00;.26;68.26;2.36;2.26;2.21;3.00;1.00
