run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;19839606792;24378536702;610782527;124449892;3.20;1183.40;9638.00;4.20;11.40;84.20;0.00;.26;80.65;1.07;1.46;1.73;3.20;1.00
2;20132926284;24137922124;635115337;124708927;2.40;1190.40;9591.40;4.80;11.00;84.00;0.00;.26;82.72;1.49;1.46;1.71;2.40;1.00
3;20429184649;24400908085;654952236;125469662;1.80;1254.40;10498.20;5.60;11.40;82.80;0.00;.29;81.39;1.44;1.48;1.70;1.80;1.00
4;20715847842;25451963012;659655821;128504085;1.60;1210.00;10744.00;4.60;10.80;83.80;0.00;.20;82.28;1.76;1.59;1.73;1.60;1.00
5;20398008568;24736228025;651231947;125366396;2.00;1245.00;9763.00;4.80;10.80;84.00;0.00;.29;82.40;1.36;1.51;1.69;2.00;1.00
6;21173561099;25666829437;681299782;131673845;2.80;1315.80;10934.40;5.80;11.80;82.20;0.00;.29;81.34;0.66;1.29;1.60;2.80;1.00
7;21237270693;25866140882;673740580;131361898;1.60;1246.00;10101.20;5.40;11.00;83.20;0.00;.26;81.68;1.92;1.53;1.66;1.60;1.00
8;21156031826;26562737132;659661057;130810464;1.80;1365.40;11158.60;6.00;11.80;81.80;0.00;.26;80.30;1.61;1.55;1.66;1.80;1.00
9;20658962256;25672797090;644620611;128532008;1.40;1306.00;11113.20;5.80;11.40;82.20;0.00;.19;81.43;2.37;1.75;1.72;1.40;1.00
10;22239072494;27740563840;702887893;134629778;2.40;1462.80;11177.60;5.60;12.60;81.40;0.00;.32;81.34;1.02;1.49;1.63;2.40;1.00
