run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.0;8;6,25;15,50;15,38;14,75;19,00;enp0s31f6;341;326
2;112;94.2;8;5,00;15,50;15,50;14,25;17,50;enp0s31f6;318;302
3;112;93.9;8;6,25;14,75;15,00;14,38;15,88;enp0s31f6;325;306
4;112;94.0;8;7,50;15,38;15,00;14,00;16,38;enp0s31f6;330;319
5;91.1;76.4;8;5,00;15,00;15,25;14,25;16,12;enp0s31f6;317;300
6;112;94.3;8;5,00;15,12;15,62;14,62;17,88;enp0s31f6;337;319
7;112;94.2;8;3,75;25,38;16,50;14,38;25,50;enp0s31f6;324;304
8;111;93.2;8;7,50;16,25;15,50;14,25;17,00;enp0s31f6;283;261
9;104;87.0;8;12,50;12,50;12,50;11,88;14,62;enp0s31f6;248;230
10;111;93.5;8;8,75;16,62;15,75;14,25;17,88;enp0s31f6;316;290
