run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.4;8;6,25;15,88;15,38;14,50;17,38;enp0s31f6;609;576
2;111;93.1;8;3,75;14,88;15,12;14,75;16,88;enp0s31f6;499;471
3;111;93.3;8;12,50;15,00;15,12;14,88;16,50;enp0s31f6;417;392
4;111;93.0;8;10,00;15,00;15,12;14,62;17,25;enp0s31f6;545;546
5;110;92.3;8;10,00;15,50;15,12;14,75;16,50;enp0s31f6;719;671
6;111;93.1;8;8,75;15,12;15,25;14,38;17,00;enp0s31f6;376;350
7;95.4;80.0;8;6,25;15,62;15,75;14,50;22,62;enp0s31f6;221;207
8;111;93.0;8;8,75;15,00;15,12;14,75;17,00;enp0s31f6;587;542
9;113;95.1;8;10,00;15,25;15,62;14,75;19,50;enp0s31f6;0;0
10;113;95.1;8;7,50;15,00;15,38;14,75;17,12;enp0s31f6;0;0
