run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;105;88.2;8;10,00;14,75;15,00;14,00;17,50;enp0s31f6;603;570
2;111;92.7;8;11,25;17,00;14,88;13,75;17,62;enp0s31f6;662;660
3;111;93.5;8;10,00;14,50;14,88;14,00;18,88;enp0s31f6;530;503
4;111;93.2;8;6,25;14,38;14,62;14,12;16,50;enp0s31f6;1043;1005
5;111;93.2;8;11,25;14,38;14,62;14,12;15,62;enp0s31f6;290;279
6;111;93.3;8;11,25;14,38;14,62;14,12;15,25;enp0s31f6;606;568
7;112;93.6;8;8,75;14,62;14,75;14,12;17,12;enp0s31f6;778;739
8;112;93.6;8;8,75;14,75;14,88;13,88;18,00;enp0s31f6;729;689
9;113;95.0;8;7,50;15,00;14,88;14,12;16,75;enp0s31f6;0;0
10;112;94.3;8;8,75;14,75;14,75;14,12;16,88;enp0s31f6;0;0
