run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;13250168;56804;1664888;0;0;2255;12935
2;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.29;0;13297668;56928;1666172;0;0;2204;12985
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13267316;57080;1668444;0;0;2239;12947
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.11;0;13241680;57192;1670200;0;0;2254;12931
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13234576;57288;1671716;0;0;2260;12924
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13243680;57488;1674108;0;0;2249;12932
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13219608;57592;1676448;0;0;2271;12907
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13148804;57704;1678144;0;0;2337;12840
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.04;0;13124880;57800;1679688;0;0;2358;12817
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13116060;57936;1681364;0;0;2366;12807
