run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;74.3;62.3;8;8,75;14,50;15,25;14,12;19,62;enp6s18;12250;13922
2;85.6;71.8;8;8,75;16,38;15,88;14,00;18,38;enp6s18;11365;12907
3;85.9;72.0;8;6,25;14,88;14,88;14,38;17,12;enp6s18;7548;9482
4;84.5;70.9;8;7,50;15,00;14,88;14,25;16,25;enp6s18;10460;11863
5;83.1;69.7;8;10,00;15,12;14,75;14,25;15,38;enp6s18;480;601
6;85.9;72.1;8;6,25;14,62;14,50;13,88;16,25;enp6s18;10210;11889
7;83.5;70.0;8;7,50;14,50;14,75;14,38;16,50;enp6s18;10805;12011
8;84.4;70.8;8;10,00;14,88;15,25;14,00;17,38;enp6s18;11200;12842
9;91.7;76.9;8;7,50;15,38;15,12;14,38;16,62;enp6s18;5854;7005
10;111;92.8;8;5,00;14,88;15,12;14,25;17,62;enp6s18;211;269
