run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15479436;32280;459608;0;0;727;15111
2;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15469188;32336;459700;0;0;726;15112
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15478784;32376;459696;0;0;787;15050
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.06;0;15460688;32432;459724;0;0;746;15092
5;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.07;0;15464416;32472;459736;0;0;743;15095
6;0,000000;1;1024KiB;128MiB;128;0.0067;0.04;0.05;0.08;0;15319940;32512;459704;0;0;859;14979
7;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15427508;32568;459788;0;0;777;15060
8;0,000000;1;1024KiB;128MiB;128;0.0088;0.05;0.07;0.09;0;15311436;32616;459716;0;0;855;14982
9;0,000000;1;1024KiB;128MiB;128;0.0052;0.04;0.04;0.05;0;15261504;32656;459736;0;0;1234;14604
10;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15114276;32688;459752;0;0;1080;14758
