run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;101;84.4;8;8,75;14,50;14,88;13,12;18,00;enp6s18;4139;4737
2;101;84.3;8;3,75;14,88;15,00;14,25;17,38;enp6s18;5057;5848
3;81.9;68.7;8;0,00;14,62;14,75;14,38;16,12;enp6s18;6031;6901
4;101;84.7;8;6,25;14,50;15,38;14,00;17,62;enp6s18;3493;4004
5;101;84.4;8;7,50;15,62;14,88;13,75;16,25;enp6s18;7609;8642
6;101;84.3;8;6,25;15,50;15,00;13,88;16,88;enp6s18;3087;3479
7;100;84.0;8;3,75;14,62;15,12;14,25;16,50;enp6s18;9446;10807
8;100;83.9;8;3,75;14,38;15,50;13,88;19,50;enp6s18;3183;3671
9;101;84.8;8;5,00;15,50;15,38;13,38;17,50;enp6s18;7606;8711
10;100;84.2;8;10,00;14,75;15,12;14,38;16,38;enp6s18;2875;3263
