run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;46162381085;16760777066;3376694482;185794909;6.00;28507.00;60776.40;21.60;9.00;68.80;0.00;0;64.65;1.80;1.76;1.73;6.00;1.20
2;48916596126;17406657855;3521449938;196523534;4.40;30937.40;57994.40;22.60;10.00;67.20;0.00;0;63.63;1.66;1.76;1.73;4.40;1.00
3;48613878127;17248101926;3490337860;200364760;3.00;31471.20;59467.20;23.40;9.80;66.80;0.00;0;61.70;2.08;1.87;1.78;3.00;1.00
4;46932276680;16989028067;3348026692;203807094;3.60;29718.20;62822.60;23.60;10.00;66.40;0.00;0;63.05;2.05;1.93;1.80;3.60;1.20
5;50419281584;17897199806;3534249308;217675799;2.40;31182.00;62272.20;22.20;10.80;66.80;0.00;0;62.58;2.33;2.01;1.84;2.40;1.00
6;49947858596;17809671530;3484915355;219539250;5.20;31059.40;58554.40;23.00;9.40;67.40;0.00;0;62.03;2.58;2.15;1.90;5.20;1.00
7;50119280029;17868453016;3496209802;222798766;4.00;30524.00;63390.60;23.60;10.20;65.80;0.00;0;62.67;2.32;2.16;1.92;4.00;1.40
8;50589881484;17781144234;3472757627;230213125;2.60;31419.20;57733.00;23.60;10.00;66.00;0.00;0;62.62;2.31;2.23;1.96;2.60;1.20
9;51112048559;18197499266;3498595707;238107557;3.20;31288.00;67590.20;24.40;10.20;64.80;0.00;0;62.30;2.04;2.19;1.96;3.20;1.40
10;56385717131;32599711111;2924812719;230752041;2.40;17460.80;50710.20;15.80;7.20;76.80;0.00;0;66.98;2.25;2.24;2.00;2.40;1.00
