run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;308;258;8;3,75;14,50;15,12;14,25;17,12;enp6s18;9525;10905
2;297;249;8;3,75;14,25;15,00;14,12;16,88;enp6s18;9788;11188
3;315;264;8;3,75;15,50;15,12;14,12;16,50;enp6s18;9965;11493
4;285;239;8;10,00;14,62;14,62;14,25;15,12;enp6s18;9114;10461
5;303;254;8;3,75;14,50;14,75;14,25;16,88;enp6s18;9932;11340
6;312;262;8;2,50;14,38;14,62;13,88;15,50;enp6s18;10527;12136
7;301;253;8;7,50;14,50;15,50;14,38;17,38;enp6s18;11164;12747
8;295;247;8;2,50;15,75;14,88;14,25;16,88;enp6s18;9199;10531
9;269;226;8;5,00;16,25;14,75;14,12;17,00;enp6s18;11719;13146
10;310;260;8;3,75;15,50;15,00;14,12;17,88;enp6s18;10611;12221
