run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.0;8;7,50;14,62;14,62;14,12;16,38;enp0s31f6;945;901
2;110;92.0;8;5,00;16,62;16,00;14,12;20,50;enp0s31f6;1518;1467
3;109;91.8;8;7,50;15,50;15,25;13,88;18,50;enp0s31f6;933;943
4;108;90.2;8;11,25;14,62;14,88;13,88;17,12;enp0s31f6;793;770
5;105;88.0;8;11,25;15,38;14,75;13,88;16,25;enp0s31f6;898;848
6;110;92.3;8;10,00;15,38;14,88;13,88;16,88;enp0s31f6;1212;1176
7;110;92.0;8;7,50;14,25;15,00;13,88;18,25;enp0s31f6;634;586
8;110;91.9;8;10,00;14,25;14,88;13,75;16,88;enp0s31f6;977;921
9;105;88.4;8;11,25;15,62;15,25;14,25;17,38;enp0s31f6;0;0
10;113;94.5;8;8,75;15,88;14,88;14,12;16,25;enp0s31f6;0;0
