run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;24102364716;13848937543;2252231031;326538487;3.40;3945.40;25008.40;30.80;10.80;58.00;0.00;.55;52.10;2.01;2.74;2.77;3.40;4.00
2;23208752510;15729324940;2063397272;300557366;8.80;3737.20;22223.80;34.00;10.40;55.00;0.00;.56;51.23;5.73;3.69;3.09;8.80;2.60
3;26698270160;23009220952;2167051743;323570151;1.20;3740.20;25301.60;33.00;10.80;56.00;0.00;.50;50.64;4.90;3.82;3.19;1.20;2.20
4;26619388601;25128764472;2064764753;315712091;4.60;4817.20;32969.60;40.00;12.00;47.40;0.00;.43;44.92;5.94;4.35;3.41;4.60;2.00
5;30374605151;30736018613;2253608381;347911441;8.80;4238.80;30126.60;39.00;10.40;49.60;0.00;.52;44.76;7.29;5.10;3.74;8.80;5.00
6;32190561207;35998830204;2279527144;362965154;2.80;4224.20;27443.00;36.20;10.80;52.60;0.00;.46;47.71;7.07;5.62;4.04;2.80;3.00
7;32917927067;38599685850;2252439374;371048039;10.80;4331.20;30107.20;37.80;10.00;52.00;0.00;.36;49.87;7.60;5.90;4.27;10.80;3.60
8;34050263697;42213769058;2276196901;378620911;9.00;4472.80;28104.80;40.40;10.60;48.60;0.00;.53;46.38;7.09;6.14;4.52;9.00;4.80
9;29403925827;43243118609;1821394395;327357348;17.20;4576.40;33314.00;49.00;10.60;40.00;0.00;.39;43.86;4.98;5.92;4.60;17.20;4.20
10;39608151;13396508;4670500;197689;1.00;268.40;1071.60;6.00;1.60;92.40;0.00;0;99.93;4.33;5.83;4.71;1.00;1.00
