run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;208;175;8;10,00;14,38;14,75;14,25;16,38;enp6s18;10883;12385
2;201;169;8;5,00;14,88;14,88;13,75;18,75;enp6s18;9911;11233
3;179;150;8;7,50;14,75;14,88;14,12;16,75;enp6s18;13236;14574
4;180;151;8;5,00;14,62;14,75;14,12;16,12;enp6s18;10410;11955
5;177;149;8;1,25;14,50;14,50;14,00;15,12;enp6s18;11696;13294
6;186;156;8;10,00;14,75;14,75;14,25;16,62;enp6s18;11076;12617
7;186;156;8;7,50;14,38;15,12;13,75;18,12;enp6s18;11357;12886
8;190;160;8;8,75;14,50;14,62;14,25;15,25;enp6s18;11203;12875
9;179;150;8;6,25;15,00;15,75;14,00;18,88;enp6s18;10749;12315
10;182;153;8;7,50;14,75;14,62;13,88;17,38;enp6s18;11885;17883
