run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;51933510538;18227713909;3676119632;210264860;6.00;31991.40;69444.80;25.60;10.60;63.80;0.00;0;61.00;1.71;2.03;2.00;6.00;1.20
2;50941819931;18222184848;3604041615;213702846;4.80;30716.40;69774.00;24.60;10.60;64.80;0.00;0;61.88;2.73;2.23;2.07;4.80;1.00
3;51347801733;19010537244;3611254345;219864707;4.80;30410.20;68429.80;24.40;10.20;65.60;0.00;0;61.16;2.17;2.21;2.07;4.80;1.00
4;48214461529;17559260580;3368772476;211183582;5.40;29716.40;72656.60;24.80;9.80;65.20;0.00;0;59.76;1.84;2.10;2.04;5.40;1.20
5;54365328316;19788252741;3702216468;241267892;5.00;29940.00;62374.80;23.40;10.20;66.20;0.00;0;59.93;2.00;2.12;2.06;5.00;1.00
6;53931189606;19055311079;3738501264;238974138;4.20;31158.00;70369.20;25.20;10.80;64.00;0.00;0;58.80;1.93;2.06;2.04;4.20;1.00
7;53368985051;19065533395;3671093841;237276407;3.80;31334.20;73382.60;26.60;10.60;62.60;0.00;0;60.47;2.70;2.23;2.09;3.80;1.00
8;53620135016;18939079966;3665582627;243009097;1.60;32108.40;74897.60;25.60;11.20;63.20;0.00;0;59.33;4.00;2.63;2.24;1.60;1.00
9;53768683062;19398025317;3684148231;241283209;4.60;31375.80;74500.80;25.60;10.00;64.40;0.00;0;59.23;3.74;2.74;2.29;4.60;1.00
10;55064508325;19934625946;3690680568;250729038;4.40;31603.20;64803.20;25.00;9.80;65.20;0.00;0;60.19;3.07;2.71;2.31;4.40;1.40
