run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;166;139;8;2,50;15,12;14,75;13,25;16,88;enp6s18;7456;8663
2;164;138;8;3,75;14,50;14,50;13,38;16,62;enp6s18;9724;11765
3;142;119;8;5,00;13,88;14,25;13,00;15,50;enp6s18;9815;11468
4;122;103;8;0,00;14,88;14,75;14,25;15,88;enp6s18;10339;11805
5;165;138;8;0,00;14,50;14,50;13,12;16,12;enp6s18;9009;10728
6;190;159;8;5,00;13,62;14,75;13,50;17,00;enp6s18;8299;9751
7;144;121;8;3,75;14,75;14,75;13,75;15,88;enp6s18;130;153
8;191;160;8;5,00;15,25;14,62;13,38;17,38;enp6s18;8851;10258
9;135;114;8;5,00;15,12;14,62;13,25;15,88;enp6s18;11227;12907
10;104;87.1;8;2,50;14,50;15,38;13,88;20,00;enp6s18;10938;12711
