run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94;8;2,5;15,12;15,12;14;16,75;enp0s31f6;1132;735
2;112;93,7;8;11,25;15;15,25;14,12;17,75;enp0s31f6;1017;646
3;111;93,3;8;5;14,88;14,88;13,5;15,62;enp0s31f6;955;475
4;112;93,7;8;5;14,5;14,75;14,12;16;enp0s31f6;1097;625
5;112;93,9;8;6,25;14,62;15,5;13,62;21,38;enp0s31f6;1213;760
6;111;93,1;8;8,75;14,88;14,88;14;16,5;enp0s31f6;1150;704
7;112;93,9;8;8,75;17;15,75;14,38;20,12;enp0s31f6;1077;613
8;111;93,5;8;12,5;12,75;12,5;11,62;14,12;enp0s31f6;1202;753
9;111;93,5;8;8,75;15,62;15,25;14,25;17,62;enp0s31f6;1015;629
10;111;92,9;8;10;16,12;15,5;14,38;18,25;enp0s31f6;1171;682
11;112;93,7;8;6,25;15,12;14,88;14,38;16,12;enp0s31f6;1215;699
12;108;90,6;8;10;14,75;15,5;13,62;17,75;enp0s31f6;1260;771
13;106;88,6;8;11,25;14,88;15,12;14,62;18;enp0s31f6;1092;768
14;111;93,1;8;6,25;15,5;15,25;14;18,12;enp0s31f6;1420;849
15;110;92,4;8;8,75;15,12;15,25;14,38;18,62;enp0s31f6;1173;590
16;110;92,3;8;8,75;15,75;16;14,25;21,25;enp0s31f6;1217;768
17;112;93,9;8;6,25;14,75;14,75;14,12;15,62;enp0s31f6;1070;617
18;110;92,7;8;8,75;15,62;15,25;13,88;17;enp0s31f6;1116;594
19;112;94,1;8;7,5;14,62;15;14,12;16;enp0s31f6;961;585
20;111;93,4;8;5;14,75;15,25;14,38;18;enp0s31f6;966;585
