run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.5;11.5;45.0;45.0;0.08163;0.00291109
2;11.5;11.5;45.0;45.0;0.08173;0.00287961
3;11.4;11.4;44.5;44.5;0.08267;0.00291954
4;11.5;11.5;45.0;45.0;0.08179;0.00279025
5;11.4;11.4;44.6;44.6;0.08247;0.00288602
6;11.7;11.7;45.6;45.6;0.08071;0.0027775
7;11.6;11.6;45.5;45.5;0.08086;0.0028218
8;11.6;11.6;45.3;45.3;0.08117;0.0027826
9;11.6;11.6;45.3;45.3;0.08117;0.00279316
10;11.8;11.8;45.9;45.9;0.08013;0.00277259
