run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;43030313768;42170820982;1438479076;260617280;4.00;7465.60;103394.00;13.40;19.20;67.00;0.00;.26;69.32;2.03;2.23;2.34;4.00;1.20
2;39614797266;40591059894;1256639931;228790471;3.00;7030.60;99393.00;12.60;18.40;68.60;0.00;.33;69.47;2.15;2.21;2.33;3.00;1.00
3;42198658169;41652725809;1393693247;253023435;2.80;7527.80;110340.00;13.00;19.40;67.40;0.00;.20;68.01;2.35;2.28;2.35;2.80;1.20
4;41304118312;41273071682;1330980446;251733470;5.40;6666.80;96016.60;12.40;18.80;68.60;0.00;.33;68.76;2.36;2.34;2.36;5.40;1.00
5;40260728293;40847753737;1301901387;236518266;3.20;7036.60;101080.40;12.20;18.80;68.60;0.00;.30;69.82;1.98;2.27;2.34;3.20;1.20
6;41390063487;41483116907;1334681080;249984742;2.00;7319.20;110423.20;12.80;19.00;67.80;0.00;.23;68.29;1.80;2.14;2.29;2.00;1.00
7;39955708702;40439643337;1266069744;228971028;2.20;8053.20;130951.00;13.80;19.40;66.40;0.00;.34;68.36;2.02;2.16;2.28;2.20;1.00
8;40794557630;40848012259;1325634519;236860333;4.60;7318.60;107176.80;12.80;19.00;67.60;0.00;.37;68.47;2.21;2.20;2.29;4.60;1.00
9;42615315052;41966452758;1411584804;253633646;3.20;7212.60;107820.00;12.40;19.00;68.40;0.00;.30;68.13;2.28;2.22;2.28;3.20;1.00
10;41440549544;41204479033;1357560355;240811989;2.40;7329.00;105868.40;12.40;19.00;68.60;0.00;.34;70.52;2.11;2.20;2.27;2.40;1.00
