run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;14167244;37252;1423056;0;0;1534;13906
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14332908;37348;1424116;0;0;1443;13996
3;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14347304;37452;1425308;0;0;1427;14011
4;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;14335372;37604;1426388;0;0;1438;13999
5;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.06;0;14330168;37724;1427240;0;0;1430;14005
6;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.09;0;14334244;37820;1428332;0;0;1437;13997
7;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.16;0;14285816;37924;1429248;0;0;1483;13950
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;14273968;38036;1430616;0;0;1495;13937
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;14274660;38244;1432368;0;0;1491;13939
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14340844;38396;1434180;0;0;1427;14002
