run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.1;11.1;43.2;43.2;0.08369;0.00403843
2;11.2;11.2;43.6;43.6;0.08312;0.0037512
3;11.1;11.1;43.4;43.4;0.08348;0.00371285
4;11.3;11.3;44.3;44.3;0.08238;0.00327626
5;11.7;11.7;45.7;45.7;0.08008;0.00303447
6;11.1;11.1;43.2;43.2;0.08445;0.00334024
7;11.0;11.0;43.1;43.1;0.08385;0.0039032
8;10.7;10.7;41.6;41.6;0.08617;0.00469239
9;10.6;10.6;41.3;41.3;0.08661;0.00472331
10;10.5;10.5;41.2;41.2;0.08688;0.00485653
