run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.4;11.4;44.6;44.6;0.0827;0.00272125
2;11.1;11.1;43.3;43.3;0.08512;0.0028139
3;11.0;11.0;43.1;43.1;0.08553;0.00273635
4;11.2;11.2;43.7;43.7;0.08433;0.00273515
5;11.0;11.0;43.1;43.1;0.08574;0.00273784
6;10.2;10.2;40.0;40.0;0.09256;0.00287257
7;11.1;11.1;43.3;43.3;0.08529;0.0027292
8;11.1;11.1;43.6;43.6;0.08472;0.0027514
9;11.2;11.2;43.8;43.8;0.08422;0.00274117
10;11.2;11.2;43.7;43.7;0.08441;0.00272465
