run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;13833616;23584;1260424;0;0;2084;13509
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13694192;23680;1262164;0;0;2220;13372
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13762308;23784;1264004;0;0;2151;13439
4;0,000016;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.57;0;13731948;23920;1265992;0;0;2178;13410
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13720208;24044;1267540;0;0;2189;13398
6;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.05;0.07;0;13731508;24148;1269436;0;0;2177;13409
7;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13731364;24252;1271132;0;0;2175;13409
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13670748;24396;1272916;0;0;2235;13347
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13658236;24508;1274652;0;0;2243;13337
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;13603360;24604;1276148;0;0;2299;13280
