run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;88.5;74.3;8;8,75;14,38;14,75;13,00;17,00;enp6s18;6537;7435
2;93.4;78.4;8;2,50;14,38;14,50;13,00;15,75;enp6s18;4477;5239
3;81.2;68.2;8;2,50;14,38;15,25;13,38;18,25;enp6s18;6938;7991
4;89.6;75.2;8;3,75;14,62;14,88;13,25;16,75;enp6s18;8349;9394
5;84.9;71.2;8;5,00;16,25;15,62;13,12;21,00;enp6s18;5126;5883
6;87.2;73.1;8;8,75;14,50;14,75;13,50;16,88;enp6s18;4037;4634
7;73.0;61.2;8;8,75;14,62;14,50;13,25;16,12;enp6s18;4119;4977
8;87.8;73.7;8;12,50;12,62;12,25;10,88;14,38;enp6s18;3678;4479
9;83.6;70.1;8;7,50;15,50;14,50;13,12;16,00;enp6s18;7391;8420
10;87.2;73.1;8;7,50;14,50;14,38;12,62;16,25;enp6s18;3266;3847
