run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.09;0;14898560;19052;441540;0;0;1314;14549
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.09;0;15293056;19092;441644;0;0;929;14934
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.03;0.04;0.09;0;15464748;19132;441660;0;0;761;15102
4;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15461328;19164;441632;0;0;765;15098
5;0,000000;1;1024KiB;128MiB;128;0.0047;0.04;0.04;0.05;0;15456708;19196;441660;0;0;769;15094
6;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15466104;19228;441652;0;0;761;15102
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15475640;19268;441628;0;0;751;15112
8;0,000000;1;1024KiB;128MiB;128;0.0047;0.03;0.04;0.07;0;15481188;19300;441652;0;0;745;15118
9;0,000000;1;1024KiB;128MiB;128;0.0047;0.04;0.04;0.04;0;15474096;19332;441660;0;0;752;15111
10;0,000000;1;1024KiB;128MiB;128;0.0053;0.03;0.04;0.10;0;15453896;19388;441604;0;0;761;15102
