run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;5905242306;2129977457;428278086;24996902;1.00;4307.60;9481.00;5.60;2.20;92.00;0.00;0;95.26;0.07;1.13;2.35;1.00;1.00
2;6706122972;2450637489;494631758;24237261;1.20;4811.60;9298.80;5.40;2.60;92.20;0.00;0;95.64;0.03;0.95;2.22;1.20;1.00
3;6575355256;2389055128;475517897;23085047;1.00;4814.60;8842.20;5.40;2.60;92.20;0.00;0;95.93;0.05;0.81;2.10;1.00;1.00
4;6119166740;2226965213;442569387;22877306;1.00;4885.80;7987.00;5.40;2.60;91.60;0.00;0;95.25;0.28;0.76;2.01;1.00;1.00
5;6296154261;2363906470;485602678;22316147;1.00;6009.00;10254.80;5.80;2.80;91.20;0.00;0;95.19;0.33;0.69;1.91;1.00;1.00
6;6210938250;2219486651;457556678;23172300;1.60;4928.40;8335.40;5.60;2.60;91.60;0.00;0;94.83;0.38;0.63;1.82;1.60;1.20
7;5671787189;2078196305;407427186;21238763;1.60;3801.20;10988.80;5.60;2.20;92.00;0.00;0;95.75;0.27;0.57;1.74;1.60;1.00
8;6323219931;2329510287;476493583;21799020;2.00;6405.00;9853.60;6.20;2.80;90.60;0.00;0;95.10;0.18;0.48;1.64;2.00;1.00
9;5449724618;2099487915;395225579;21394791;1.20;5288.60;9612.00;5.20;2.80;91.80;0.00;0;95.27;0.94;0.67;1.64;1.20;1.00
10;6899567976;2418550106;505075618;25348975;1.00;3799.40;8133.00;5.00;2.40;92.60;0.00;0;95.84;0.50;0.60;1.56;1.00;1.00
