run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.7;11.7;45.7;45.7;0.08061;0.00270774
2;11.6;11.6;45.2;45.2;0.08135;0.00275623
3;11.5;11.5;45.0;45.0;0.08178;0.00278183
4;11.6;11.6;45.2;45.2;0.08131;0.00278594
5;11.5;11.5;45.1;45.1;0.08159;0.00276717
6;11.4;11.4;44.6;44.6;0.08243;0.00286625
7;11.7;11.7;45.5;45.5;0.08092;0.00271606
8;11.5;11.5;45.0;45.0;0.08188;0.00279095
9;11.5;11.5;44.9;44.9;0.082;0.00280434
10;11.5;11.5;45.0;45.0;0.08177;0.00283467
