run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41869757061;41501772678;1354346476;246031327;2.80;7072.40;101234.40;9.60;18.40;71.80;0.00;.27;68.34;2.26;2.29;2.35;2.80;1.00
2;40292428035;41134282471;1269308153;233383050;7.80;6740.60;93862.00;10.00;18.20;71.60;0.00;.30;71.04;1.68;2.14;2.30;7.80;1.00
3;42103010993;41894521739;1326640131;244143923;6.20;7065.80;111566.60;10.00;18.40;71.40;0.00;.27;68.52;2.45;2.26;2.32;6.20;1.00
4;40913827793;41148553396;1290635089;233049401;3.60;7248.60;110177.60;9.80;18.20;71.60;0.00;.27;69.11;2.13;2.18;2.29;3.60;1.00
5;41227573794;41445701801;1296986261;233522621;4.00;7089.80;102869.00;10.00;18.40;71.20;0.00;.30;68.39;1.85;2.12;2.26;4.00;1.00
6;40468967979;41146281331;1301891926;232193009;3.80;6762.80;100339.80;9.60;18.20;71.80;0.00;.27;68.39;2.17;2.16;2.27;3.80;1.20
7;42255790174;41793410707;1347038635;242411493;2.40;7654.20;123603.40;10.60;19.20;70.00;0.00;.27;68.74;2.53;2.28;2.30;2.40;1.00
8;41769130102;41639041866;1337257585;242176164;3.20;7025.00;108660.60;9.60;18.40;72.00;0.00;.27;68.67;2.00;2.19;2.26;3.20;1.20
9;40975144202;41429996513;1296594259;236088673;4.00;7411.00;110634.40;9.40;18.40;71.80;0.00;.30;68.82;2.74;2.34;2.31;4.00;1.40
10;39765466964;40577996663;1237107024;225182908;4.20;7396.20;120245.80;10.20;18.40;71.00;0.00;.27;67.23;2.29;2.29;2.29;4.20;1.00
