run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13489200;50304;1508436;0;0;2170;13172
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13512888;50628;1510820;0;0;2149;13191
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13480228;50748;1512300;0;0;2177;13161
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13498876;50844;1513740;0;0;2155;13182
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13473728;50948;1515328;0;0;2179;13156
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13455572;51100;1517264;0;0;2193;13140
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.08;0;13461188;51224;1518436;0;0;2187;13145
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13419296;51320;1519968;0;0;2226;13104
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13417972;51424;1521504;0;0;2226;13102
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13367728;51536;1523172;0;0;2277;13050
