run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41270387984;41440981089;1323606630;248402004;2.60;7120.00;104994.20;10.00;17.80;71.80;0.00;.30;67.98;2.10;2.30;2.33;2.60;1.00
2;41913791430;41647943196;1353555498;248971547;3.20;7448.00;113244.40;10.20;18.40;71.40;0.00;.30;68.56;2.53;2.41;2.37;3.20;1.00
3;39455263452;40787275513;1252098547;231082607;3.40;6510.40;96820.80;9.60;17.60;72.60;0.00;.23;68.27;2.44;2.41;2.37;3.40;1.40
4;41762135385;41515536134;1340705692;241708314;3.20;6837.80;102887.20;8.20;18.40;73.20;0.00;.26;66.59;2.62;2.46;2.39;3.20;1.00
5;39990190995;41014459261;1265970715;230591301;3.40;6928.40;95695.80;10.00;17.80;71.80;0.00;.30;68.57;2.71;2.51;2.41;3.40;1.00
6;42787978298;42477427148;1383524584;250244564;3.20;6774.60;105200.60;10.00;18.00;71.60;0.00;.23;68.88;2.53;2.51;2.41;3.20;1.40
7;39244104797;40960236459;1222661463;222598294;4.60;6486.80;87947.40;9.60;17.80;72.20;0.00;.33;68.73;2.67;2.51;2.42;4.60;1.20
8;40014237292;40952987711;1266170994;224283332;2.60;6871.40;108086.20;9.60;18.20;72.00;0.00;.30;66.10;2.41;2.47;2.41;2.60;1.00
9;42671315760;42299399279;1375259318;244785492;4.00;7029.00;116232.80;9.80;18.00;72.00;0.00;.26;66.62;2.48;2.49;2.42;4.00;1.20
10;39040747147;40532140882;1237586574;217079972;2.40;6546.60;88143.80;10.60;17.60;71.60;0.00;.29;68.18;2.16;2.42;2.41;2.40;1.20
