run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;105;88.4;8;6,25;14,38;14,50;13,88;16,00;enp0s31f6;1385;1386
2;107;90.1;8;6,25;15,25;14,88;13,62;18,62;enp0s31f6;523;525
3;107;89.5;8;5,00;16,75;16,38;14,00;22,50;enp0s31f6;490;495
4;102;85.6;8;6,25;14,75;15,38;13,75;18,88;enp0s31f6;1809;1821
5;107;89.8;8;6,25;17,50;18,25;14,00;44,00;enp0s31f6;969;961
6;109;91.2;8;10,00;14,12;14,50;13,88;15,50;enp0s31f6;990;991
7;108;90.9;8;10,00;15,50;15,25;13,88;18,88;enp0s31f6;2239;2259
8;110;91.9;8;10,00;15,00;14,50;13,88;16,38;enp0s31f6;1777;1797
9;110;92.3;8;8,75;15,75;15,25;13,88;17,88;enp0s31f6;2266;2293
10;109;91.8;8;7,50;14,38;14,75;13,50;17,12;enp0s31f6;0;0
