run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27725759102;15517957463;2504497767;353406763;4.20;4471.40;28627.40;35.40;12.20;52.00;0.00;.62;47.02;3.24;5.15;4.97;4.20;2.40
2;30223449754;24897538157;2461659246;355130276;6.40;4840.00;32249.80;42.40;13.80;43.20;0.00;.63;38.31;5.08;5.18;4.99;6.40;1.80
3;42435999797;40736323564;3145931360;510041870;9.80;6481.80;43275.20;50.40;13.60;35.20;0.00;.73;40.20;6.30;5.41;5.07;9.80;2.20
4;43025112457;43586322884;3146648106;496997425;13.20;5774.60;39152.80;45.20;12.40;42.20;0.00;.76;49.48;6.06;5.42;5.09;13.20;5.00
5;37654208096;41793045495;2582108296;411380507;6.40;4437.40;34204.20;39.60;11.00;48.80;0.00;.63;41.21;5.07;5.19;5.04;6.40;1.60
6;37314742755;44677714113;2475849213;401708494;4.20;5008.40;40517.60;43.20;11.40;44.60;0.00;.60;43.05;6.37;5.35;5.09;4.20;4.40
7;42452809518;56087663046;2631938739;448858720;2.00;4534.00;32202.20;44.20;10.40;44.40;0.00;.53;39.95;5.42;5.27;5.08;2.00;4.20
8;42270184600;54466664588;2650219786;451961556;9.60;4960.80;42033.00;44.80;10.40;44.00;0.00;.53;40.33;5.04;5.14;5.05;9.60;1.80
9;42588522992;59434416173;2501480044;441004563;7.80;4475.00;35815.40;42.20;9.60;47.60;0.00;.46;41.55;6.07;5.40;5.14;7.80;2.60
10;47556110395;68645132927;2724194043;482970389;7.20;4830.20;42338.00;42.80;9.40;47.00;0.00;.56;43.55;4.69;5.12;5.06;7.20;5.40
