run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13506948;43028;1492396;0;0;2180;13188
2;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.09;0;13545180;43124;1493924;0;0;2140;13227
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13545212;43268;1495704;0;0;2138;13227
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13523364;43384;1496908;0;0;2158;13206
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13539616;43488;1498412;0;0;2140;13222
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;13521524;43584;1499960;0;0;2156;13204
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13557148;43692;1501456;0;0;2121;13238
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13525956;43864;1503868;0;0;2148;13208
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13525316;43968;1505580;0;0;2147;13208
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13522136;44064;1507056;0;0;2148;13205
