run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;88.6;74.3;8;8,75;14,12;14,62;13,12;16,75;enp6s18;10084;11369
2;68.7;57.7;8;10,00;14,75;14,88;14,12;16,75;enp6s18;10671;12122
3;88.2;74.0;8;8,75;14,62;14,88;14,25;15,88;enp6s18;10557;12094
4;87.6;73.5;8;7,50;14,88;14,62;14,00;15,88;enp6s18;9075;10465
5;88.4;74.2;8;5,00;15,25;15,50;13,38;22,00;enp6s18;9687;11059
6;88.2;74.0;8;6,25;14,25;15,50;14,00;18,75;enp6s18;9773;11242
7;76.2;63.9;8;7,50;14,75;14,88;13,25;17,12;enp6s18;11311;13126
8;87.5;73.4;8;8,75;14,88;15,00;14,00;17,38;enp6s18;8888;10447
9;74.0;62.1;8;8,75;14,38;15,50;14,38;18,00;enp6s18;226;247
10;65.5;54.9;8;3,75;14,50;14,75;13,88;16,12;enp6s18;8574;9905
