run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;6686211395;3561829406;578372155;76244644;2.60;1374.60;9977.60;7.80;3.20;89.00;0.00;.19;86.61;1.28;0.34;0.11;2.60;1.80
2;7081903570;3906609524;650920664;82852668;3.60;1462.80;7573.60;10.60;4.40;85.20;0.00;.19;82.87;0.64;0.32;0.12;3.60;1.00
3;6646222782;3914880453;602455237;79093669;4.60;1454.00;7724.80;10.40;4.00;85.20;0.00;.19;82.99;1.50;0.63;0.24;4.60;1.00
4;6995152363;4318358219;642845897;81361029;2.20;1999.00;9590.40;18.20;6.60;75.00;0.00;.27;81.65;1.68;0.88;0.37;2.20;2.00
5;7223448842;5098096591;633503428;83555739;3.20;1539.00;7192.20;13.00;5.20;81.40;0.00;.16;75.73;1.25;0.95;0.43;3.20;1.00
6;6887545139;4583475461;637297807;80096068;1.80;1713.60;8905.80;16.60;5.60;77.60;0.00;.23;76.27;1.70;1.20;0.57;1.80;1.40
7;7786325114;5858234589;651266193;83172440;1.60;1742.80;8370.00;16.60;6.00;77.00;0.00;.23;74.55;2.00;1.38;0.69;1.60;2.00
8;7525269066;5683003978;653059456;82940345;4.20;1675.00;8195.40;16.60;5.60;77.60;0.00;.26;74.39;1.79;1.42;0.77;4.20;2.20
9;7916501718;7077860896;662180473;86782542;4.60;1862.00;9027.20;19.60;7.00;73.20;0.00;.26;75.39;1.75;1.42;0.81;4.60;1.80
10;29972389;9320396;3251826;120934;1.00;161.60;356.20;2.80;0.80;96.40;0.00;0;99.70;0.62;1.15;0.78;1.00;1.00
