run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;215;180;8;2,50;14,50;15,00;14,38;17,50;enp6s18;9741;11071
2;215;180;8;11,25;16,00;14,75;14,12;16,75;enp6s18;12644;14792
3;222;187;8;6,25;16,75;15,88;14,38;19,62;enp6s18;10684;12076
4;233;195;8;5,00;16,00;15,75;14,50;19,38;enp6s18;9913;11475
5;192;161;8;5,00;22,00;16,50;14,25;23,38;enp6s18;9309;10767
6;223;187;8;7,50;15,75;16,50;14,38;21,12;enp6s18;10245;11770
7;217;182;8;8,75;17,75;16,62;14,50;20,50;enp6s18;11046;12646
8;261;219;8;7,50;16,88;16,88;14,12;22,25;enp6s18;10988;12799
9;12.0;10.1;8;10,00;3043,12;911,62;134,50;3043,25;enp6s18;3196;3565
10;263;221;8;5,00;16,62;17,00;14,25;23,25;enp6s18;10882;12522
