run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15435548;36936;460004;0;0;754;15079
2;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.07;0;15434928;37000;460044;0;0;753;15080
3;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15433736;37056;460048;0;0;756;15077
4;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.10;0;15386316;37096;460080;0;0;836;14996
5;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15443496;37136;460060;0;0;745;15087
6;0,000000;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.08;0;15449160;37184;460072;0;0;752;15080
7;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.07;0;15462800;37224;460092;0;0;743;15090
8;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.05;0;15441128;37272;460108;0;0;747;15086
9;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;15446416;37312;460108;0;0;750;15083
10;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15439152;37360;460076;0;0;749;15084
