run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;81.0;67.9;8;10,00;15,00;14,50;13,12;16,12;enp6s18;4256;5065
2;82.2;69.0;8;5,00;14,50;15,00;13,12;18,62;enp6s18;3532;4269
3;86.6;72.6;8;2,50;14,50;14,50;13,12;16,25;enp6s18;4555;5252
4;84.4;70.8;8;3,75;15,12;14,75;13,50;16,25;enp6s18;9743;11496
5;82.3;69.0;8;8,75;14,75;14,88;13,00;17,75;enp6s18;6913;7901
6;85.3;71.5;8;8,75;14,50;15,25;13,12;18,75;enp6s18;9156;10680
7;85.8;72.0;8;6,25;14,00;14,88;13,00;17,25;enp6s18;6186;7174
8;87.6;73.5;8;7,50;14,88;14,75;13,62;16,12;enp6s18;8333;9528
9;83.2;69.8;8;5,00;16,75;16,75;14,00;21,25;enp6s18;9430;10877
10;88.8;74.5;8;6,25;14,62;14,50;13,38;15,38;enp6s18;5676;6683
