run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;27580930457;10419619549;2021461542;112601193;1.40;18261.00;45569.80;16.20;6.60;77.60;0.00;0;77.91;2.65;1.66;1.37;1.40;1.00
2;30571230937;11552753084;2222537164;129649802;4.20;20263.40;49857.60;17.00;6.80;75.60;0.00;0;77.64;1.78;1.59;1.36;4.20;1.00
3;31309114556;11643319128;2276215734;128951697;2.40;18933.40;44309.80;15.20;6.60;78.00;0.00;0;75.45;1.12;1.45;1.33;2.40;1.20
4;32521684245;12564041935;2310125247;135561607;2.40;20863.20;52096.00;17.00;7.60;75.20;0.00;0;75.14;1.75;1.56;1.37;2.40;1.00
5;32917151740;12518698093;2372655560;141517956;4.00;18078.60;41357.00;13.80;6.20;79.80;0.00;0;76.80;1.86;1.64;1.41;4.00;1.20
6;32397280857;11963014201;2283566071;131867628;4.00;19134.60;45414.60;15.60;6.40;78.00;0.00;0;77.49;1.22;1.51;1.38;4.00;1.20
7;32190558263;12130753191;2311789479;135054251;3.40;17280.20;40097.00;14.80;6.20;78.80;0.00;0;75.27;1.65;1.59;1.41;3.40;1.20
8;33333657388;12391782220;2396977870;141235151;3.60;19077.80;41753.60;15.20;6.80;78.00;0.00;0;76.65;1.93;1.68;1.45;3.60;1.00
9;34089063893;12346071508;2412168422;145042238;1.20;19910.20;40765.60;16.40;6.00;77.20;0.00;0;76.34;1.25;1.52;1.41;1.20;1.20
10;36073951975;13137501053;2546666568;150922427;3.00;21843.20;48091.80;17.40;6.80;75.60;0.00;0;74.11;2.08;1.67;1.47;3.00;1.20
