run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;53098710532;20217185506;3806662957;239397686;5.00;25824.00;70580.80;24.00;9.60;66.20;0.00;0;62.16;2.44;2.26;2.21;5.00;1.00
2;34992639977;14746541474;2485200960;133706483;2.60;24732.40;78240.00;22.40;8.60;68.80;0.00;0;64.19;3.40;2.59;2.32;2.60;1.00
3;3111147815;1633749250;225935990;8904649;8.00;28130.40;239258.60;31.20;12.20;57.00;0.00;0;78.90;2.18;2.38;2.26;8.00;1.00
4;713103576;357255150;46512641;2707931;1.60;3102.60;4816.00;4.40;2.20;93.60;0.00;0;99.23;1.80;2.25;2.23;1.60;1.40
5;51459369632;19915507614;3654865808;234049100;2.20;31409.40;79680.00;26.00;11.40;62.60;0.00;0;60.87;2.47;2.34;2.26;2.20;1.20
6;51824096610;19936675362;3631536529;232177497;3.40;27255.20;74471.60;24.20;9.80;66.20;0.00;0;61.94;3.51;2.65;2.37;3.40;1.60
7;50699871181;19240178707;3535846140;229857557;3.80;28475.40;79156.80;26.60;10.80;62.80;0.00;0;60.94;3.48;2.80;2.44;3.80;1.40
8;53355832734;21678728932;3616352090;241807329;4.80;28503.60;73377.00;24.40;10.00;65.20;0.00;0;58.88;5.09;3.27;2.61;4.80;1.40
9;26789299837;13844345058;1752700552;110923928;8.60;28132.80;75069.00;26.00;10.40;63.60;0.00;0;55.09;4.00;3.27;2.65;8.60;1.40
10;46527356086;21055223332;3005795472;209200857;6.00;30827.40;85244.60;28.20;11.40;60.40;0.00;.03;61.30;3.00;3.10;2.63;6.00;1.00
