run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;82.6;69.3;8;2,50;14,25;15,38;13,50;18,25;enp6s18;10002;11325
2;83.7;70.2;8;7,50;14,62;14,88;14,25;17,25;enp6s18;472;616
3;111;93.0;8;8,75;16,00;15,50;13,88;18,38;enp6s18;3624;4506
4;80.1;67.2;8;5,00;15,12;15,38;13,88;21,38;enp6s18;11489;13100
5;82.3;69.1;8;7,50;14,62;15,00;13,75;17,25;enp6s18;11742;13646
6;81.9;68.7;8;8,75;14,62;15,00;14,00;17,00;enp6s18;10642;11775
7;79.7;66.9;8;5,00;14,75;14,62;14,12;16,00;enp6s18;11650;13214
8;81.4;68.3;8;7,50;14,25;15,00;13,38;17,00;enp6s18;16167;19590
9;79.6;66.8;8;6,25;14,62;15,00;14,00;16,38;enp6s18;13711;15829
10;81.8;68.7;8;11,25;15,62;14,75;13,88;16,00;enp6s18;11857;13613
