run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13792612;25064;1282620;0;0;2106;13467
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13758384;25160;1284336;0;0;2136;13435
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13773644;25264;1286132;0;0;2120;13450
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13762584;25368;1288000;0;0;2129;13440
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13782640;25504;1289928;0;0;2112;13455
6;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.23;0;13770928;25624;1291736;0;0;2119;13446
7;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13766792;25760;1294408;0;0;2097;13466
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.06;0;13776432;25864;1296180;0;0;2108;13453
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.06;0;13769088;25960;1297936;0;0;2114;13446
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13765728;26116;1299936;0;0;2116;13442
