run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.0;11.0;43.0;43.0;0.08607;0.00272023
2;11.4;11.4;44.7;44.7;0.08239;0.00269356
3;11.3;11.3;44.1;44.1;0.08373;0.00273329
4;11.1;11.1;43.4;43.4;0.08519;0.00273412
5;11.3;11.3;44.0;44.0;0.08399;0.00269126
6;11.2;11.2;43.9;43.9;0.084;0.00273588
7;11.4;11.4;44.5;44.5;0.08272;0.00265523
8;11.2;11.2;43.7;43.7;0.08424;0.00273574
9;11.2;11.2;43.6;43.6;0.08481;0.00268268
10;11.2;11.2;43.6;43.6;0.08477;0.00269019
