run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;29044358959;20046924688;2460661845;356541023;6.00;7164.60;41781.60;45.00;15.80;38.60;0.00;.66;35.26;8.04;6.12;6.18;6.00;3.00
2;31196789660;23750206905;2553166481;369833749;8.60;4761.20;31422.40;38.60;13.60;47.40;0.00;.63;42.19;6.84;6.01;6.14;8.60;3.60
3;57164661031;55172663821;4335490501;684805137;20.40;4385.60;25478.40;36.20;13.00;50.80;0.00;.46;32.32;10.79;7.19;6.53;20.40;2.20
4;47584819018;46641306058;3558409521;563098466;2.40;5980.60;45883.00;46.80;14.60;38.20;0.00;.77;40.69;8.32;7.11;6.54;2.40;4.80
5;48032565569;52534362232;3418997662;545305526;9.20;4548.40;33661.60;40.60;12.80;46.00;0.00;.53;31.59;11.39;7.94;6.85;9.20;12.20
6;39052431150;46505231339;2602859841;425738950;4.80;4849.20;40562.60;38.00;11.00;50.60;0.00;.63;45.58;6.66;7.72;6.90;4.80;3.00
7;41453022594;51656392623;2656386085;449578825;2.00;5205.20;42566.80;42.20;11.00;46.40;0.00;.63;45.26;3.99;6.59;6.57;2.00;3.60
8;39604856283;50429909325;2577593541;420777386;3.60;5042.00;40033.80;44.00;11.20;44.20;0.00;.59;38.54;9.55;7.22;6.77;3.60;4.00
9;44810244755;65231768476;2543941219;453294072;5.40;4694.40;40791.60;44.40;11.60;43.60;0.00;.59;36.55;9.70;7.83;7.02;5.40;4.40
10;43966841560;63373573674;2534431167;456545226;7.00;4812.80;39562.20;43.00;11.60;45.20;0.00;.53;37.62;4.31;6.68;6.69;7.00;6.20
