run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;105;87.9;8;17,50;14,62;14,12;13,12;15,25;enp0s31f6;1313;1243
2;106;89.3;8;20,00;16,75;17,00;16,25;17,75;enp0s31f6;1075;1101
3;104;87.6;8;15,00;15,50;14,62;13,75;16,00;enp0s31f6;242;234
4;102;85.3;8;6,25;14,62;15,38;13,50;21,12;enp0s31f6;1930;1812
5;106;88.5;8;11,25;14,50;14,62;13,88;15,75;enp0s31f6;765;715
6;106;89.2;8;10,00;13,62;14,62;13,50;16,75;enp0s31f6;1209;1138
7;107;90.1;8;6,25;16,38;15,00;13,50;17,50;enp0s31f6;1041;966
8;107;89.6;8;10,00;14,38;15,12;13,62;17,75;enp0s31f6;1314;1236
9;105;88.0;8;11,25;15,50;14,75;13,88;16,62;enp0s31f6;1203;1121
10;107;89.7;8;13,75;12,88;12,38;11,25;15,25;enp0s31f6;5;0
