run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;111;93.1;8;7,50;16,62;16,12;14,38;20,62;enp0s31f6;596;703
2;109;91.5;8;7,50;14,88;15,00;14,50;16,38;enp0s31f6;704;806
3;112;93.6;8;2,50;16,12;15,25;14,38;17,12;enp0s31f6;611;683
4;112;93.8;8;6,25;14,75;15,25;14,50;16,62;enp0s31f6;1016;1095
5;112;93.8;8;5,00;14,88;15,12;14,50;17,62;enp0s31f6;599;702
6;112;94.1;8;3,75;15,00;14,88;14,62;15,75;enp0s31f6;710;811
7;78.0;65.4;8;3,75;15,25;15,38;14,75;17,75;enp0s31f6;459;537
8;78.4;65.8;8;2,50;15,50;15,38;14,50;18,12;enp0s31f6;610;686
9;77.4;64.9;8;5,00;15,12;15,00;14,50;16,75;enp0s31f6;669;767
10;111;93.4;8;5,00;16,00;15,12;14,38;17,62;enp0s31f6;627;702
