run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;259;217;8;5,00;14,75;14,62;14,25;16,50;enp6s18;4088;4725
2;258;217;8;5,00;14,75;14,75;13,88;16,62;enp6s18;4985;5687
3;240;201;8;6,25;14,50;14,62;14,25;15,50;enp6s18;4959;5707
4;233;195;8;10,00;14,75;15,12;14,25;17,12;enp6s18;4512;5178
5;261;219;8;6,25;15,00;14,62;14,25;16,25;enp6s18;5990;6940
6;263;221;8;10,00;14,38;14,75;14,00;16,88;enp6s18;4909;5571
7;230;193;8;2,50;14,50;14,75;14,00;16,38;enp6s18;5793;6658
8;231;194;8;1,25;14,50;14,75;14,12;16,00;enp6s18;5313;6121
9;212;178;8;7,50;14,75;15,50;14,50;17,38;enp6s18;5839;6864
10;222;186;8;6,25;15,12;15,38;14,12;18,38;enp6s18;5058;5857
