run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13426068;50636;1592916;0;0;2154;13111
2;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.48;0;13419420;50748;1594632;0;0;2158;13104
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13415620;50844;1596152;0;0;2165;13096
4;0,000016;1;1024KiB;128MiB;128;0.0067;0.04;0.05;0.33;0;13419596;50952;1598436;0;0;2156;13103
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13425332;51112;1600168;0;0;2147;13109
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13416472;51216;1601692;0;0;2154;13102
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13429840;51336;1603800;0;0;2139;13114
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.14;0;13412344;51432;1606348;0;0;2153;13097
9;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.12;0;13410772;51528;1608816;0;0;2153;13095
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13424808;51688;1610540;0;0;2137;13109
