run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;12113514466;4235290112;845837968;44768073;1.00;7059.20;15126.00;5.60;2.60;91.80;0.00;0;91.63;1.18;0.61;0.33;1.00;1.00
2;12410914962;4483540955;913985844;47612775;1.00;8045.40;14926.00;5.60;2.40;92.00;0.00;0;91.14;1.21;0.68;0.37;1.00;1.00
3;12675343851;4456692929;910264131;47175584;1.00;8529.40;14239.60;6.00;2.80;91.20;0.00;0;91.22;0.56;0.59;0.35;1.00;1.00
4;12634091263;4662188080;946895353;52197861;1.00;8438.20;14794.00;5.00;2.40;92.80;0.00;0;90.89;0.57;0.61;0.37;1.00;1.00
5;12823277439;4623085307;949740364;48279289;1.00;8869.60;14603.40;5.40;2.40;92.00;0.00;0;90.45;0.50;0.59;0.38;1.00;1.00
6;13358053107;4729825942;973181395;48352206;1.00;9172.80;14672.20;6.20;2.80;91.00;0.00;0;89.82;1.40;0.80;0.46;1.00;1.00
7;12577976642;4527558054;917756422;45871821;1.00;8608.20;14946.20;5.80;3.40;91.20;0.00;0;90.71;0.81;0.73;0.45;1.00;1.00
8;12082940127;4374191999;884008117;45436197;1.80;8582.00;13903.40;5.40;2.40;92.20;0.00;0;90.88;0.59;0.70;0.46;1.80;1.00
9;12233016052;4413418532;893745422;46908858;2.60;8682.20;14544.60;6.00;3.20;90.40;0.00;0;90.74;0.66;0.70;0.47;2.60;1.00
10;12898272612;4576109224;929568849;48092486;3.80;8608.40;14320.80;5.80;2.80;91.20;0.00;0;91.08;1.45;0.90;0.55;3.80;1.00
