run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;247;208;8;10,00;14,62;14,62;14,25;16,12;enp6s18;2508;2884
2;260;219;8;7,50;15,25;15,25;13,88;17,25;enp6s18;2540;2924
3;249;209;8;11,25;14,62;15,00;14,00;16,88;enp6s18;2515;2946
4;281;235;8;8,75;14,50;15,00;14,25;17,12;enp6s18;2608;3021
5;284;238;8;6,25;14,62;14,75;14,38;16,25;enp6s18;2637;3053
6;235;197;8;3,75;14,50;14,75;14,12;16,25;enp6s18;2614;3003
7;255;214;8;5,00;14,88;14,62;13,88;15,88;enp6s18;2615;3013
8;228;191;8;5,00;15,38;15,00;14,12;17,00;enp6s18;3618;4159
9;216;181;8;20,00;12,00;12,00;11,38;12,88;enp6s18;3403;3862
10;236;198;8;11,25;14,88;14,50;14,12;15,12;enp6s18;1745;2100
