run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.4;8;8,75;16,75;15,12;13,62;18,75;enp0s31f6;1113;1052
2;109;91.7;8;10,00;15,25;14,75;14,12;15,88;enp0s31f6;1625;1577
3;110;92.3;8;8,75;20,62;16,00;14,00;22,75;enp0s31f6;1133;1058
4;109;91.6;8;5,00;16,50;15,25;14,25;17,88;enp0s31f6;1879;1770
5;110;92.0;8;8,75;16,25;15,25;14,00;18,00;enp0s31f6;1519;1418
6;109;91.7;8;8,75;14,75;14,75;14,12;17,00;enp0s31f6;849;794
7;110;91.9;8;6,25;16,38;15,00;13,75;17,75;enp0s31f6;755;702
8;109;91.1;8;7,50;14,75;15,00;13,88;17,88;enp0s31f6;1178;1103
9;110;92.2;8;5,00;15,88;15,25;13,75;18,50;enp0s31f6;0;0
10;113;94.7;8;6,25;14,38;14,62;13,25;16,12;enp0s31f6;0;0
