run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0064;0.04;0.05;0.14;0;14600960;20392;1186228;0;0;1404;14258
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14569620;20536;1198340;0;0;1424;14227
3;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14523692;20688;1209960;0;0;1458;14182
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;14578964;20908;1223136;0;0;1391;14237
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14482984;21052;1234128;0;0;1475;14143
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;14415868;21212;1240676;0;0;1537;14077
7;0,000016;1;1024KiB;128MiB;128;0.0076;0.04;0.06;0.65;0;14391316;21416;1245252;0;0;1388;14222
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;14464872;21584;1251928;0;0;1480;14125
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14450656;21680;1254340;0;0;1492;14111
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;14459360;21724;1254344;0;0;1483;14120
