run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41277803250;31315801867;3443168021;532651545;11.40;5202.20;36234.00;46.20;14.00;39.20;0.00;.43;30.25;8.97;6.26;6.09;11.40;1.60
2;44357662824;34976464146;3674337578;561009427;4.20;5567.00;35034.60;46.40;14.60;38.40;0.00;.52;30.10;4.82;5.49;5.82;4.20;1.80
3;29606956227;23671509886;2446623812;378045699;18.60;4903.60;28756.40;43.80;12.00;43.80;0.00;.29;66.77;9.09;6.23;6.04;18.60;3.00
4;31994350796;30665293262;2411387322;368619841;7.20;4522.00;32645.60;41.80;11.00;46.40;0.00;.53;42.83;6.66;6.04;5.98;7.20;2.00
5;36553612747;40427896573;2534395349;396401677;4.40;4212.40;27952.60;40.40;9.80;49.40;0.00;.56;41.65;6.56;6.10;6.01;4.40;1.40
6;61261818372;69677029101;4204514058;702985998;4.60;4938.40;37558.40;46.00;12.00;41.40;0.00;.59;29.63;9.84;6.95;6.29;4.60;3.20
7;41808193734;52588655855;2687434307;443431058;8.20;5256.80;42555.00;45.80;11.40;42.40;0.00;.70;41.00;6.24;6.70;6.28;8.20;4.60
8;33464578837;45277462669;2086245740;339401456;15.60;8046.60;53328.40;61.80;12.00;25.80;0.00;.50;36.82;6.74;6.52;6.23;15.60;7.80
9;54622659562;76366445191;3290224996;558354183;16.20;5672.40;32004.80;51.40;12.20;35.80;0.00;.53;22.08;8.50;7.11;6.46;16.20;4.60
10;37877258861;53570460790;2317746252;400418994;35.20;6141.60;37691.80;60.40;12.20;27.20;0.00;.69;42.28;6.70;6.99;6.47;35.20;8.80
