run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;89.7;8;11,25;15,75;15,25;13,38;20,25;enp0s31f6;325;303
2;108;90.4;8;12,50;15,38;14,88;13,88;17,12;enp0s31f6;1280;1274
3;101;84.6;8;16,25;15,50;14,88;13,75;16,12;enp0s31f6;2504;2443
4;105;87.9;8;6,25;14,50;14,62;13,38;16,00;enp0s31f6;848;837
5;106;89.2;8;13,75;17,12;15,25;13,75;17,88;enp0s31f6;3593;3586
6;87.5;73.4;8;10,00;15,00;15,12;14,12;17,50;enp0s31f6;1959;1929
7;94.9;79.6;8;12,50;15,38;15,38;13,75;19,12;enp0s31f6;1257;1243
8;105;87.8;8;13,75;14,75;15,88;14,00;20,88;enp0s31f6;280;260
9;100;84.1;8;12,50;22,88;15,62;13,75;25,88;enp0s31f6;1051;997
10;108;90.4;8;15,00;14,25;14,38;13,38;15,62;enp0s31f6;0;0
